X;Y;Tempo;odometro;Distancia;Distancia Total;Velocidade;Consumo;Gasto
4353,94;2275,66;810,00;2442,86;1,86;2447,69;79,92;0,13;4,56
4350,23;2273,90;811,00;2444,92;1,92;2449,61;80,21;0,23;8,18
4348,38;2273,02;812,00;2446,97;1,97;2451,58;80,15;0,08;2,75
4346,52;2272,14;812,00;2449,03;2,03;2453,61;80,35;0,19;6,85
4344,66;2271,25;813,00;2451,09;2,09;2455,70;80,27;0,07;2,63
4342,81;2270,38;813,00;2453,14;2,14;2457,84;79,92;0,00;0,00
4340,95;2269,49;814,00;2455,20;2,20;2460,04;80,33;0,29;10,28
4339,09;2268,61;814,00;2457,25;2,25;2462,29;80,08;0,00;0,00
4339,09;2268,61;815,00;2459,30;2,30;2464,59;79,98;0,06;2,10
4335,38;2266,85;815,00;2461,36;2,36;2466,95;80,13;0,17;6,17
4333,53;2265,97;816,00;2463,41;2,41;2469,36;80,16;0,12;4,23
4331,67;2265,09;816,00;2465,47;2,47;2471,82;80,08;0,07;2,49
4329,82;2264,21;817,00;2467,52;2,52;2474,34;80,07;0,10;3,54
4327,96;2263,32;817,00;2469,58;1,58;2475,92;80,33;0,22;7,83
4326,11;2262,42;818,00;2471,63;1,63;2477,56;80,19;0,04;1,56
4324,27;2261,53;818,00;2473,69;1,69;2479,25;80,16;0,09;3,27
4322,41;2260,64;819,00;2475,75;1,75;2481,00;80,33;0,18;6,43
4320,56;2259,74;819,00;2477,81;1,81;2482,80;80,25;0,07;2,45
4318,71;2258,85;820,00;2479,86;1,86;2484,66;80,05;0,00;0,00
4316,86;2257,96;820,00;2481,92;1,92;2486,58;80,22;0,18;6,54
4315,01;2257,07;821,00;2483,97;1,97;2488,55;79,89;0,00;0,00
4313,16;2256,19;821,00;2486,02;2,02;2490,56;80,01;0,16;5,63
4311,31;2255,29;822,00;2488,08;2,08;2492,64;80,33;0,24;8,81
4309,45;2254,40;822,00;2490,14;2,14;2494,78;80,33;0,10;3,75
4307,60;2253,51;823,00;2492,19;2,19;2496,97;80,22;0,06;2,07
4305,74;2252,62;823,00;2494,25;2,25;2499,22;80,22;0,11;3,80
4303,89;2251,73;824,00;2496,31;2,31;2501,53;80,32;0,15;5,35
4302,04;2250,84;824,00;2498,36;2,36;2503,89;80,08;0,00;0,00
4300,19;2249,95;825,00;2500,41;2,41;2506,30;79,97;0,06;2,03
4298,34;2249,06;826,00;2502,46;2,46;2508,77;79,89;0,07;2,47
4296,49;2248,17;826,00;2504,52;2,52;2511,29;80,28;0,28;10,07
4294,63;2247,27;827,00;2506,58;1,58;2512,87;80,33;0,12;4,52
4292,78;2246,38;827,00;2508,64;1,64;2514,50;80,18;0,04;1,48
4290,92;2245,49;828,00;2510,69;1,69;2516,19;80,18;0,11;3,87
4289,08;2244,60;828,00;2512,74;1,74;2517,93;79,95;0,00;0,00
4287,22;2243,71;829,00;2514,80;1,80;2519,73;80,10;0,17;6,15
4285,38;2242,83;829,00;2516,84;1,84;2521,57;79,91;0,00;0,00
4283,53;2241,94;830,00;2518,90;1,90;2523,47;80,16;0,21;7,72
4281,67;2241,04;830,00;2520,96;1,96;2525,43;80,28;0,16;5,77
4279,82;2240,15;831,00;2523,01;2,01;2527,45;80,16;0,05;1,79
4277,96;2239,26;831,00;2525,07;2,07;2529,51;80,18;0,12;4,24
4276,12;2238,37;832,00;2527,12;2,12;2531,63;79,94;0,00;0,00
4274,26;2237,48;832,00;2529,18;2,18;2533,81;80,30;0,26;9,59
4272,41;2236,59;833,00;2531,23;2,23;2536,05;80,17;0,05;1,71
4270,56;2235,70;833,00;2533,28;2,28;2538,33;79,92;0,00;0,00
4268,70;2234,81;834,00;2535,34;2,34;2540,67;80,31;0,28;10,10
4266,86;2233,92;834,00;2537,39;2,39;2543,06;79,92;0,00;0,00
4265,01;2233,03;835,00;2539,45;2,45;2545,51;80,09;0,18;6,67
4263,15;2232,14;835,00;2541,50;2,50;2548,01;80,26;0,18;6,60
4261,30;2231,25;836,00;2543,56;1,56;2549,57;80,03;0,00;0,00
4259,46;2230,37;836,00;2545,61;1,61;2551,18;80,09;0,13;4,75
4257,62;2229,50;837,00;2547,66;1,66;2552,84;79,99;0,06;2,34
4255,79;2228,64;837,00;2549,71;1,71;2554,54;79,93;0,08;2,81
4253,95;2227,77;838,00;2551,77;1,77;2556,31;80,33;0,28;10,39
4252,12;2226,91;838,00;2553,82;1,82;2558,13;79,92;0,00;0,00
4250,30;2225,96;839,00;2555,87;1,87;2560,00;80,03;0,15;5,51
4248,49;2225,01;840,00;2557,92;1,92;2561,92;79,87;0,00;0,00
4246,67;2224,07;840,00;2559,97;1,97;2563,89;80,04;0,18;6,59
4244,84;2223,11;841,00;2562,03;2,03;2565,92;80,24;0,19;7,15
4243,02;2222,17;841,00;2564,08;2,08;2568,00;80,08;0,00;0,00
4241,20;2221,22;842,00;2566,14;2,14;2570,14;80,26;0,18;6,71
4239,38;2220,27;842,00;2568,19;2,19;2572,33;79,92;0,00;0,00
4237,55;2219,32;843,00;2570,25;2,25;2574,57;80,31;0,27;10,16
4235,73;2218,37;843,00;2572,30;2,30;2576,88;80,16;0,04;1,55
4233,91;2217,42;844,00;2574,35;2,35;2579,23;80,01;0,00;0,00
4232,09;2216,47;844,00;2576,40;2,40;2581,64;79,94;0,07;2,73
4230,27;2215,53;845,00;2578,46;2,46;2584,09;80,09;0,17;6,31
4228,46;2214,58;845,00;2580,51;2,51;2586,60;79,88;0,00;0,00
4226,64;2213,63;846,00;2582,56;1,56;2588,16;79,92;0,12;4,62
4224,82;2212,68;846,00;2584,61;1,61;2589,77;80,15;0,21;7,64
4223,00;2211,73;847,00;2586,66;1,66;2591,43;80,05;0,06;2,20
4221,18;2210,79;847,00;2588,71;1,71;2593,14;79,93;0,05;1,94
4219,36;2209,84;848,00;2590,77;1,77;2594,91;80,09;0,17;6,47
4217,53;2208,89;848,00;2592,82;1,82;2596,73;80,25;0,17;6,45
4215,70;2207,94;849,00;2594,88;1,88;2598,62;80,35;0,15;5,58
4213,88;2206,99;849,00;2596,94;1,94;2600,56;80,34;0,10;3,71
4212,06;2206,04;850,00;2599,00;2,00;2602,56;80,10;0,00;0,00
4210,24;2205,09;850,00;2601,05;2,05;2604,60;79,93;0,00;0,00
4208,41;2204,14;851,00;2603,10;2,10;2606,71;80,25;0,25;9,26
4206,59;2203,19;851,00;2605,16;2,16;2608,87;80,20;0,08;3,07
4204,77;2202,24;852,00;2607,22;2,22;2611,09;80,16;0,09;3,29
4202,95;2201,29;853,00;2609,27;2,27;2613,36;80,06;0,06;2,26
4201,12;2200,34;853,00;2611,33;2,33;2615,68;80,18;0,16;5,83
4199,30;2199,39;854,00;2613,38;2,38;2618,07;80,32;0,16;6,16
4197,48;2198,44;854,00;2615,43;2,43;2620,50;79,92;0,00;0,00
4195,66;2197,50;855,00;2617,49;2,49;2622,99;80,05;0,16;6,04
4193,83;2196,55;855,00;2619,54;2,54;2625,53;80,20;0,17;6,36
4192,02;2195,60;856,00;2621,59;1,59;2627,12;79,90;0,00;0,00
4190,19;2194,65;856,00;2623,65;1,65;2628,78;80,32;0,29;10,73
4188,37;2193,70;857,00;2625,71;1,71;2630,48;80,20;0,05;1,96
4186,54;2192,75;857,00;2627,76;1,76;2632,25;80,21;0,11;4,13
4184,72;2191,80;858,00;2629,82;1,82;2634,07;80,09;0,05;1,97
4182,90;2190,85;858,00;2631,88;1,88;2635,94;80,32;0,21;7,79
4181,07;2189,90;859,00;2633,93;1,93;2637,87;80,11;0,00;0,00
4179,25;2188,95;859,00;2635,98;1,98;2639,86;80,07;0,09;3,29
4177,43;2188,00;860,00;2638,04;2,04;2641,90;80,10;0,12;4,38
4175,61;2187,06;860,00;2640,09;2,09;2643,99;80,02;0,07;2,66
4173,79;2186,10;861,00;2642,15;2,15;2646,14;80,29;0,23;8,51
4171,97;2185,16;861,00;2644,20;2,20;2648,33;79,86;0,00;0,00
4170,15;2184,21;862,00;2646,25;2,25;2650,59;80,20;0,25;9,51
4168,33;2183,26;862,00;2648,30;2,30;2652,89;79,93;0,00;0,00
4166,51;2182,32;863,00;2650,35;2,35;2655,24;79,87;0,08;2,95
4164,69;2181,37;863,00;2652,40;2,40;2657,64;79,99;0,15;5,87
4162,88;2180,42;864,00;2654,45;2,45;2660,09;79,93;0,08;2,93
4161,05;2179,47;864,00;2656,50;2,50;2662,60;80,08;0,17;6,43
4159,23;2178,52;865,00;2658,56;1,56;2664,16;80,25;0,18;6,83
4157,41;2177,57;866,00;2660,62;1,62;2665,78;80,12;0,05;1,84
4155,59;2176,63;866,00;2662,67;1,67;2667,44;79,95;0,00;0,00
4153,77;2175,68;867,00;2664,72;1,72;2669,16;80,03;0,14;5,36
4151,94;2174,73;867,00;2666,78;1,78;2670,94;80,35;0,25;9,39
4150,12;2173,78;868,00;2668,83;1,83;2672,77;80,13;0,00;0,00
4148,30;2172,83;868,00;2670,88;1,88;2674,65;79,90;0,00;0,00
4146,49;2171,89;869,00;2672,93;1,93;2676,59;79,94;0,12;4,75
4144,67;2170,94;869,00;2674,98;1,98;2678,57;79,93;0,10;3,70
4142,84;2169,99;870,00;2677,04;2,04;2680,61;80,27;0,25;9,71
4141,02;2169,04;870,00;2679,10;2,10;2682,70;80,32;0,13;4,85
4139,19;2168,09;871,00;2681,15;2,15;2684,86;80,14;0,00;0,00
4137,37;2167,14;871,00;2683,21;2,21;2687,07;80,35;0,20;7,50
4135,54;2166,19;872,00;2685,27;2,27;2689,34;80,11;0,00;0,00
4133,72;2165,23;872,00;2687,33;2,33;2691,67;80,36;0,21;8,13
4131,90;2164,29;873,00;2689,38;2,38;2694,05;79,93;0,00;0,00
4131,90;2164,29;873,00;2691,43;2,43;2696,48;80,21;0,23;8,69
4128,25;2162,39;874,00;2693,49;2,49;2698,97;80,20;0,10;3,90
4126,43;2161,44;874,00;2695,55;2,55;2701,52;80,14;0,08;2,91
4124,61;2160,49;875,00;2697,60;1,60;2703,12;80,16;0,12;4,46
